MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:2443564	Ambra1	autophagy/beclin 1 regulator 1	2		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	Q9C0C7 	J:164563 	
MGI:108448	Angpt1	angiopoietin 1	15		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IDA		J:149670 	
MGI:108448	Angpt1	angiopoietin 1	15		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	Q15389 	J:164563 	
MGI:2442988	Arfgef1	ARF guanine nucleotide exchange factor 1	1		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	RGD:1560793 	J:155856 	
MGI:99474	Arrb2	arrestin, beta 2	11		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IMP		J:115106 	
MGI:99474	Arrb2	arrestin, beta 2	11		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	uses PR:000029189,happens in primitive cardiac myocyte,is a part of cardiac muscle cell differentiation		IMP		J:233559 	
MGI:99474	Arrb2	arrestin, beta 2	11		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	RGD:2157 	J:155856 	
MGI:1261775	Atg14	autophagy related 14	14		phosphatidylinositol 3-kinase/protein kinase B signal transduction			IEA	ENSP00000247178 Q6ZNE5 	J:342605 	
MGI:1261775	Atg14	autophagy related 14	14		phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	Q6ZNE5 	J:164563 	
MGI:88107	Atp1a3	ATPase, Na+/K+ transporting, alpha 3 polypeptide	7		phosphatidylinositol 3-kinase/protein kinase B signal transduction			IMP	MGI:4356167 	J:180250 	
MGI:1347244	Axl	AXL receptor tyrosine kinase	7		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IBA	MGI:1347244 PTN002814496 	J:161428 	
MGI:1347244	Axl	AXL receptor tyrosine kinase	7		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	happens in platelet		IGI	MGI:95660 	J:95952 	
MGI:1347244	Axl	AXL receptor tyrosine kinase	7		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	happens in carotid artery		IMP	MGI:2387750 	J:122626 	
MGI:1347244	Axl	AXL receptor tyrosine kinase	7		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IMP		J:182390 	
MGI:1914634	Bag4	BCL2-associated athanogene 4	8		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IMP		J:176630 	
MGI:2442120	Bank1	B cell scaffold protein with ankyrin repeats 1	3		negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IBA	MGI:2442120 PTN002701876 	J:161428 	
MGI:2442120	Bank1	B cell scaffold protein with ankyrin repeats 1	3		negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	negatively regulates phosphatidylinositol 3-kinase/protein kinase B signal transduction		IGI	MGI:88336 	J:113321 	
MGI:2442120	Bank1	B cell scaffold protein with ankyrin repeats 1	3		phosphatidylinositol 3-kinase/protein kinase B signal transduction	happens in B-1 B cell		IGI	MGI:88336 	J:113321 	
MGI:2385885	BC028528	cDNA sequence BC028528	3		phosphatidylinositol 3-kinase/protein kinase B signal transduction			IMP		J:287433 	
MGI:1916065	Btbd10	BTB domain containing 10	7		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IDA		J:213903 	
MGI:3606486	Btn2a2	butyrophilin, subfamily 2, member A2	13		negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	negatively regulates phosphatidylinositol 3-kinase/protein kinase B signal transduction		IGI	MGI:88327 	J:202549 	
MGI:3606486	Btn2a2	butyrophilin, subfamily 2, member A2	13		phosphatidylinositol 3-kinase/protein kinase B signal transduction	happens in T cell		IGI	MGI:88327 	J:202549 	
MGI:1194505	C1qbp	complement component 1, q subcomponent binding protein	11		phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	Q07021 	J:164563 	
MGI:1194505	C1qbp	complement component 1, q subcomponent binding protein	11		phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISS	Q07021 	J:342587 	
MGI:1194505	C1qbp	complement component 1, q subcomponent binding protein	11		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	Q07021 	J:164563 	
MGI:1194505	C1qbp	complement component 1, q subcomponent binding protein	11		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISS	Q07021 	J:342587 	
MGI:1919254	C1qtnf1	C1q and tumor necrosis factor related protein 1	11		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IDA		J:143939 	
MGI:1932136	C1qtnf3	C1q and tumor necrosis factor related protein 3	15		phosphatidylinositol 3-kinase/protein kinase B signal transduction	happens in liver		IDA		J:167584 	
MGI:1932136	C1qtnf3	C1q and tumor necrosis factor related protein 3	15		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	positively regulates phosphatidylinositol 3-kinase/protein kinase B signal transduction		IDA		J:167584 	
MGI:1914639	C1qtnf12	C1q and tumor necrosis factor related 12	4		phosphatidylinositol 3-kinase/protein kinase B signal transduction	happens in adipocyte		IDA		J:183116 	
MGI:1914639	C1qtnf12	C1q and tumor necrosis factor related 12	4		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	positively regulates phosphatidylinositol 3-kinase/protein kinase B signal transduction		IDA		J:183116 	
MGI:101950	Calcr	calcitonin receptor	6		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IEA	ENSP00000389295 P30988 	J:342605 	
MGI:101950	Calcr	calcitonin receptor	6		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	P30988 	J:164563 	
MGI:2444482	Cass4	Cas scaffolding protein family member 4	2		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IEA	ENSP00000506506 Q9NQ75 	J:342605 	
MGI:2444482	Cass4	Cas scaffolding protein family member 4	2		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	Q9NQ75 	J:164563 	
MGI:88271	Cat	catalase	2		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IDA		J:88850 	
MGI:107570	Cav3	caveolin 3	6		regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IMP		J:170588 	
MGI:1923422	Cavin3	caveolae associated 3	7		negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IMP	MGI:5518819 	J:202374 	
MGI:88279	Cbl	Casitas B-lineage lymphoma	9		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IEA	ENSP00000264033 P22681 	J:342605 	
MGI:88279	Cbl	Casitas B-lineage lymphoma	9		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	P22681 	J:164563 	
MGI:1925177	Ccdc88a	coiled coil domain containing 88A	11		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IDA		J:99088 	
MGI:98262	Ccl5	C-C motif chemokine ligand 5	11		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	RGD:69069 	J:155856 	
MGI:98262	Ccl5	C-C motif chemokine ligand 5	11		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	P13501 	J:164563 	
MGI:98262	Ccl5	C-C motif chemokine ligand 5	11		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISS	P13501 	J:342587 	
MGI:1346316	Ccl19	C-C motif chemokine ligand 19	4		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	Q99731 	J:164563 	
MGI:1346316	Ccl19	C-C motif chemokine ligand 19	4		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISS	Q99731 	J:342587 	
MGI:1891387	Ccl19-ps1	C-C motif chemokine ligand 19, pseudogene 1	4		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	Q99731 	J:164563 	
MGI:1891391	Ccl19-ps3	C-C motif chemokine ligand 19, pseudogene 3	4		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	Q99731 	J:164563 	
MGI:3708691	Ccl19-ps4	C-C motif chemokine ligand 19, pseudogene 4	4		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	Q99731 	J:164563 	
MGI:3693096	Ccl19-ps5	C-C motif chemokine ligand 19, pseudogene 5	4		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	Q99731 	J:164563 	
MGI:5434459	Ccl19-ps6	C-C motif chemokine ligand 19, pseudogene 6	4		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	Q99731 	J:164563 	
MGI:1349183	Ccl21a	C-C motif chemokine ligand 21 (serine)	4		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	O00585 	J:164563 	
MGI:1349183	Ccl21a	C-C motif chemokine ligand 21 (serine)	4		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISS	O00585 	J:342587 	
MGI:1349182	Ccl21b	C-C motif chemokine ligand 21B (leucine)	4		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	O00585 	J:164563 	
MGI:5434896	Ccl21d	C-C motif chemokine ligand 21D	4		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	O00585 	J:164563 	
MGI:3711256	Ccl21e	C-C motif chemokine ligand 21E	4		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	O00585 	J:164563 	
MGI:3710514	Ccl21f	C-C motif chemokine ligand 21F	4		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	O00585 	J:164563 	
MGI:1330281	Cd2ap	CD2-associated protein	17		phosphatidylinositol 3-kinase/protein kinase B signal transduction			IGI	MGI:1333787 	J:255538 	
MGI:1330281	Cd2ap	CD2-associated protein	17		phosphatidylinositol 3-kinase/protein kinase B signal transduction			IMP	MGI:2664945 	J:231741 	
MGI:1330281	Cd2ap	CD2-associated protein	17		phosphatidylinositol 3-kinase/protein kinase B signal transduction			IMP	MGI:2664945 	J:92560 	
MGI:88319	Cd19	CD19 antigen	7		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IMP		J:44404 	
MGI:88319	Cd19	CD19 antigen	7		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	P15391 	J:164563 	
MGI:88319	Cd19	CD19 antigen	7		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISS	P15391 	J:342587 	
MGI:88327	Cd28	CD28 antigen	1		phosphatidylinositol 3-kinase/protein kinase B signal transduction	happens in T cell		IDA		J:202549 	
MGI:88327	Cd28	CD28 antigen	1		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	positively regulates phosphatidylinositol 3-kinase/protein kinase B signal transduction		IDA		J:202549 	
MGI:88336	Cd40	CD40 antigen	2		phosphatidylinositol 3-kinase/protein kinase B signal transduction	happens in B-1 B cell		IDA		J:113321 	
MGI:1860383	Cd160	CD160 antigen	3		phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	O95971 	J:164563 	
MGI:1860383	Cd160	CD160 antigen	3		phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISS	O95971 	J:342587 	
MGI:106211	Cdc42	cell division cycle 42	4		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IMP		J:100216 	
MGI:104738	Cdkn2a	cyclin dependent kinase inhibitor 2A	4		negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IMP		J:144234 	
MGI:1347245	Ceacam1	CEA cell adhesion molecule 1	7		regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	RGD:67396 	J:155856 	
MGI:1347245	Ceacam1	CEA cell adhesion molecule 1	7		regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISS	P16573 	J:342587 	
MGI:1347246	Ceacam2	CEA cell adhesion molecule 2	7		regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	RGD:67396 	J:155856 	
MGI:1921357	Cep55	centrosomal protein 55	19		regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IEA	IPR038926 	J:72247 	
MGI:1340899	Chi3l1	chitinase 3 like 1	1		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IDA		J:180536 	
MGI:1340899	Chi3l1	chitinase 3 like 1	1		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	P36222 	J:164563 	
MGI:1344418	Cib1	calcium and integrin binding 1	7		negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IMP		J:181770 	
MGI:1930088	Clcf1	cardiotrophin-like cytokine factor 1	19		regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			TAS		J:173002 	
MGI:88439	Cntf	ciliary neurotrophic factor	19		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	RGD:2370 	J:155856 	
MGI:1914047	Cntnap2	contactin associated protein-like 2	6		negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	is a part of social behavior		IMP	MGI:2677631 	J:275431 	
MGI:1914047	Cntnap2	contactin associated protein-like 2	6		negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	happens in dorsal root ganglion		IMP	MGI:2677631 	J:304141 	
MGI:88459	Col6a1	collagen, type VI, alpha 1	10		phosphatidylinositol 3-kinase/protein kinase B signal transduction			IDA		J:173955 	
MGI:88459	Col6a1	collagen, type VI, alpha 1	10		phosphatidylinositol 3-kinase/protein kinase B signal transduction			IMP	MGI:2153356 	J:258699 	
MGI:88459	Col6a1	collagen, type VI, alpha 1	10		phosphatidylinositol 3-kinase/protein kinase B signal transduction			IMP	MGI:2153356 	J:289476 	
MGI:88460	Col6a2	collagen, type VI, alpha 2	10		phosphatidylinositol 3-kinase/protein kinase B signal transduction			IDA		J:173955 	
MGI:88461	Col6a3	collagen, type VI, alpha 3	1		phosphatidylinositol 3-kinase/protein kinase B signal transduction			IDA		J:173955 	
MGI:2386621	Cpne1	copine I	2		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	Q99829 	J:164563 	
MGI:2386621	Cpne1	copine I	2		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISS	Q99829 	J:342587 	
MGI:2685861	Crnn	cornulin	3		regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IBA	PTN004281055 Q9UBG3 	J:161428 	
MGI:2685861	Crnn	cornulin	3		regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	Q9UBG3 	J:164563 	
MGI:88518	Cryba1	crystallin, beta A1	11		negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	RGD:2415 	J:155856 	
MGI:1339758	Csf1r	colony stimulating factor 1 receptor	18		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IMP		J:177226 	
MGI:1339751	Csf3	colony stimulating factor 3 (granulocyte)	11		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IEA	ENSP00000377705 P09919 	J:342605 	
MGI:1339751	Csf3	colony stimulating factor 3 (granulocyte)	11		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	P09919 	J:164563 	
MGI:1097153	Cx3cl1	C-X3-C motif chemokine ligand 1	8		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IEA	ENSP00000006053 P78423 	J:342605 	
MGI:1097153	Cx3cl1	C-X3-C motif chemokine ligand 1	8		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	RGD:620458 	J:155856 	
MGI:1097153	Cx3cl1	C-X3-C motif chemokine ligand 1	8		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	P78423 	J:164563 	
MGI:1333815	Cx3cr1	C-X3-C motif chemokine receptor 1	9		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IEA	ENSRNOP00000097085 P35411 	J:342605 	
MGI:1333815	Cx3cr1	C-X3-C motif chemokine receptor 1	9		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	RGD:620137 	J:155856 	
MGI:103556	Cxcl12	C-X-C motif chemokine ligand 12	6		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	happens in fibroblast		IGI	MGI:1341264 	J:200277 	
MGI:1916851	Dab2ip	disabled 2 interacting protein	2		negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	Q5VWQ8 	J:164563 	
MGI:1916851	Dab2ip	disabled 2 interacting protein	2		negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISS	Q5VWQ8 	J:342587 	
MGI:101864	Dag1	dystroglycan 1	9		negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IEA	ENSP00000312435 Q14118 	J:342605 	
MGI:101864	Dag1	dystroglycan 1	9		negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	Q14118 	J:164563 	
MGI:94872	Dcn	decorin	10		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	P07585 	J:73065 	
MGI:109247	Ddit3	DNA-damage inducible transcript 3	10		negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IEA	ENSP00000340671 P35638 	J:342605 	
MGI:109247	Ddit3	DNA-damage inducible transcript 3	10		negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	P35638 	J:164563 	
MGI:99216	Ddr1	discoidin domain receptor family, member 1	17		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IBA	PTN008618212 RGD:3213 	J:161428 	
MGI:1345277	Ddr2	discoidin domain receptor family, member 2	1		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IBA	PTN008618212 RGD:3213 	J:161428 	
MGI:1916111	Dipk2a	divergent protein kinase domain 2A	9		regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IBA	PTN000379639 Q8NDZ4 	J:161428 	
MGI:1916111	Dipk2a	divergent protein kinase domain 2A	9		regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	Q8NDZ4 	J:164563 	
MGI:1916111	Dipk2a	divergent protein kinase domain 2A	9		regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISS	Q8NDZ4 	J:342587 	
MGI:107231	Dlg1	discs large MAGUK scaffold protein 1	16		negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	negatively regulates phosphatidylinositol 3-kinase/protein kinase B signal transduction		IMP		J:160700 	
MGI:107231	Dlg1	discs large MAGUK scaffold protein 1	16		phosphatidylinositol 3-kinase/protein kinase B signal transduction	happens in myelinating Schwann cell		IMP		J:160700 	
MGI:94924	Drd2	dopamine receptor D2	9		negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	negatively regulates phosphatidylinositol 3-kinase/protein kinase B signal transduction		IMP	MGI:2387895 	J:117785 	
MGI:94924	Drd2	dopamine receptor D2	9		negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	negatively regulates phosphatidylinositol 3-kinase/protein kinase B signal transduction		IMP	MGI:2675755 	J:117785 	
MGI:94924	Drd2	dopamine receptor D2	9		phosphatidylinositol 3-kinase/protein kinase B signal transduction	happens in corpus striatum		IMP	MGI:2387895 	J:117785 	
MGI:94924	Drd2	dopamine receptor D2	9		phosphatidylinositol 3-kinase/protein kinase B signal transduction	happens in corpus striatum		IMP	MGI:2675755 	J:117785 	
MGI:94925	Drd3	dopamine receptor D3	16		negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	negatively regulates phosphatidylinositol 3-kinase/protein kinase B signal transduction		IMP	MGI:3698033 	J:117785 	
MGI:94925	Drd3	dopamine receptor D3	16		phosphatidylinositol 3-kinase/protein kinase B signal transduction	happens in corpus striatum		IMP	MGI:3698033 	J:117785 	
MGI:95283	Edn1	endothelin 1	13		phosphatidylinositol 3-kinase/protein kinase B signal transduction			IEA	ENSP00000368683 P05305 	J:342605 	
MGI:95283	Edn1	endothelin 1	13		phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	P05305 	J:164563 	
MGI:95290	Egf	epidermal growth factor	3		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IEA	ENSP00000265171 P01133 	J:342605 	
MGI:95290	Egf	epidermal growth factor	3		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	P01133 	J:164563 	
MGI:95294	Egfr	epidermal growth factor receptor	11		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IEA	ENSP00000275493 P00533 	J:342605 	
MGI:95294	Egfr	epidermal growth factor receptor	11		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	P00533 	J:164563 	
MGI:95294	Egfr	epidermal growth factor receptor	11		regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	P00533 	J:164563 	
MGI:95392	Eng	endoglin	2		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IEA	ENSP00000362299 P17813 	J:342605 	
MGI:95392	Eng	endoglin	2		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	P17813 	J:164563 	
MGI:95276	Epha7	Eph receptor A7	4		negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IDA		J:184958 	
MGI:109378	Epha8	Eph receptor A8	4		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IDA		J:177172 	
MGI:95410	Erbb2	erb-b2 receptor tyrosine kinase 2	11		phosphatidylinositol 3-kinase/protein kinase B signal transduction			IEA	ENSP00000269571 P04626 	J:342605 	
MGI:95410	Erbb2	erb-b2 receptor tyrosine kinase 2	11		phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	P04626 	J:164563 	
MGI:95410	Erbb2	erb-b2 receptor tyrosine kinase 2	11		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	RGD:2561 	J:155856 	
MGI:95411	Erbb3	erb-b2 receptor tyrosine kinase 3	10		phosphatidylinositol 3-kinase/protein kinase B signal transduction			IEA	ENSP00000267101 P21860 	J:342605 	
MGI:95411	Erbb3	erb-b2 receptor tyrosine kinase 3	10		phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	P21860 	J:164563 	
MGI:104771	Erbb4	erb-b2 receptor tyrosine kinase 4	1		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	happens in sensory neuron		IGI	MGI:96083 	J:136701 	
MGI:3606476	Erfe	erythroferrone	1		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IMP		J:291988 	
MGI:3606476	Erfe	erythroferrone	1		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	RGD:1584688 	J:155856 	
MGI:1921405	Errfi1	ERBB receptor feedback inhibitor 1	4		phosphatidylinositol 3-kinase/protein kinase B signal transduction			IMP	MGI:3769404 	J:290599 	
MGI:1860765	Extl3	exostosin-like glycosyltransferase 3	14		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	is a part of negative regulation of keratinocyte differentiation,is a part of positive regulation of keratinocyte proliferation		IDA		J:196618 	
MGI:1860765	Extl3	exostosin-like glycosyltransferase 3	14		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	is a part of negative regulation of inflammatory response to wounding		IDA		J:242717 	
MGI:1860765	Extl3	exostosin-like glycosyltransferase 3	14		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	O43909 	J:164563 	
MGI:88380	F2	coagulation factor II	2		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IGI	MGI:101780 	J:139818 	
MGI:88380	F2	coagulation factor II	2		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IGI	MGI:101802 	J:139818 	
MGI:101802	F2r	coagulation factor II thrombin receptor	13		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IDA		J:175344 	
MGI:101802	F2r	coagulation factor II thrombin receptor	13		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IGI	MGI:88380 	J:139818 	
MGI:101910	F2rl1	F2R like trypsin receptor 1	13		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IDA		J:175344 	
MGI:107892	Fam3c	FAM3 metabolism regulating signaling molecule C	6		phosphatidylinositol 3-kinase/protein kinase B signal transduction			IMP		J:340691 	
MGI:1918813	Fam110c	family with sequence similarity 110, member C	12		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	Q1W6H9 	J:164563 	
